"id","condition","mc_sequence","stage","detail","interview","activity","critical","interviewee","sos_training"
1,"Basic","3 4 6 1","int1_st1",0,0,0,0,"1_0",0
1,"Basic","3 4 6 1","int1_st2",1,0,1,0,"1_0",0
1,"Basic","3 4 6 1","int1_st3",1,0,2,0,"1_0",0
1,"Basic","3 4 6 1","int1_st4",0,0,3,0,"1_0",0
1,"Basic","3 4 6 1","int1_st5",0,0,4,1,"1_0",0
1,"Basic","3 4 6 1","int1_st6",0,0,5,1,"1_0",0
1,"Basic","3 4 6 1","int2_st1",0,1,0,0,"1_1",0
1,"Basic","3 4 6 1","int2_st2",4,1,1,0,"1_1",0
1,"Basic","3 4 6 1","int2_st3",2,1,2,0,"1_1",0
1,"Basic","3 4 6 1","int2_st4",1,1,3,0,"1_1",0
1,"Basic","3 4 6 1","int2_st5",0,1,4,1,"1_1",0
1,"Basic","3 4 6 1","int2_st6",0,1,5,1,"1_1",0
1,"Basic","3 4 6 1","int3_st1",3,2,0,0,"1_2",0
1,"Basic","3 4 6 1","int3_st2",1,2,1,0,"1_2",0
1,"Basic","3 4 6 1","int3_st3",1,2,2,0,"1_2",0
1,"Basic","3 4 6 1","int3_st4",0,2,3,0,"1_2",0
1,"Basic","3 4 6 1","int3_st5",0,2,4,1,"1_2",0
1,"Basic","3 4 6 1","int3_st6",1,2,5,1,"1_2",0
1,"Basic","3 4 6 1","int4_st1",0,3,0,0,"1_3",0
1,"Basic","3 4 6 1","int4_st2",1,3,1,0,"1_3",0
1,"Basic","3 4 6 1","int4_st3",1,3,2,0,"1_3",0
1,"Basic","3 4 6 1","int4_st4",0,3,3,0,"1_3",0
1,"Basic","3 4 6 1","int4_st5",0,3,4,1,"1_3",0
1,"Basic","3 4 6 1","int4_st6",0,3,5,1,"1_3",0
1,"Basic","3 4 6 1","int5_st1",NA,4,0,0,"1_4",0
1,"Basic","3 4 6 1","int5_st2",NA,4,1,0,"1_4",0
1,"Basic","3 4 6 1","int5_st3",NA,4,2,0,"1_4",0
1,"Basic","3 4 6 1","int5_st4",NA,4,3,0,"1_4",0
1,"Basic","3 4 6 1","int5_st5",NA,4,4,1,"1_4",0
1,"Basic","3 4 6 1","int5_st6",NA,4,5,1,"1_4",0
1,"Basic","3 4 6 1","int6_st1",NA,5,0,0,"1_5",0
1,"Basic","3 4 6 1","int6_st2",NA,5,1,0,"1_5",0
1,"Basic","3 4 6 1","int6_st3",NA,5,2,0,"1_5",0
1,"Basic","3 4 6 1","int6_st4",NA,5,3,0,"1_5",0
1,"Basic","3 4 6 1","int6_st5",NA,5,4,1,"1_5",0
1,"Basic","3 4 6 1","int6_st6",NA,5,5,1,"1_5",0
2,"Basic","2 4 5 1","int1_st1",4,0,0,0,"2_0",0
2,"Basic","2 4 5 1","int1_st2",2,0,1,0,"2_0",0
2,"Basic","2 4 5 1","int1_st3",0,0,2,0,"2_0",0
2,"Basic","2 4 5 1","int1_st4",3,0,3,0,"2_0",0
2,"Basic","2 4 5 1","int1_st5",0,0,4,1,"2_0",0
2,"Basic","2 4 5 1","int1_st6",0,0,5,1,"2_0",0
2,"Basic","2 4 5 1","int2_st1",0,1,0,0,"2_1",0
2,"Basic","2 4 5 1","int2_st2",0,1,1,0,"2_1",0
2,"Basic","2 4 5 1","int2_st3",1,1,2,0,"2_1",0
2,"Basic","2 4 5 1","int2_st4",0,1,3,0,"2_1",0
2,"Basic","2 4 5 1","int2_st5",0,1,4,1,"2_1",0
2,"Basic","2 4 5 1","int2_st6",0,1,5,1,"2_1",0
2,"Basic","2 4 5 1","int3_st1",1,2,0,0,"2_2",0
2,"Basic","2 4 5 1","int3_st2",0,2,1,0,"2_2",0
2,"Basic","2 4 5 1","int3_st3",5,2,2,0,"2_2",0
2,"Basic","2 4 5 1","int3_st4",1,2,3,0,"2_2",0
2,"Basic","2 4 5 1","int3_st5",0,2,4,1,"2_2",0
2,"Basic","2 4 5 1","int3_st6",0,2,5,1,"2_2",0
2,"Basic","2 4 5 1","int4_st1",5,3,0,0,"2_3",0
2,"Basic","2 4 5 1","int4_st2",2,3,1,0,"2_3",0
2,"Basic","2 4 5 1","int4_st3",0,3,2,0,"2_3",0
2,"Basic","2 4 5 1","int4_st4",2,3,3,0,"2_3",0
2,"Basic","2 4 5 1","int4_st5",1,3,4,1,"2_3",0
2,"Basic","2 4 5 1","int4_st6",0,3,5,1,"2_3",0
2,"Basic","2 4 5 1","int5_st1",NA,4,0,0,"2_4",0
2,"Basic","2 4 5 1","int5_st2",NA,4,1,0,"2_4",0
2,"Basic","2 4 5 1","int5_st3",NA,4,2,0,"2_4",0
2,"Basic","2 4 5 1","int5_st4",NA,4,3,0,"2_4",0
2,"Basic","2 4 5 1","int5_st5",NA,4,4,1,"2_4",0
2,"Basic","2 4 5 1","int5_st6",NA,4,5,1,"2_4",0
2,"Basic","2 4 5 1","int6_st1",NA,5,0,0,"2_5",0
2,"Basic","2 4 5 1","int6_st2",NA,5,1,0,"2_5",0
2,"Basic","2 4 5 1","int6_st3",NA,5,2,0,"2_5",0
2,"Basic","2 4 5 1","int6_st4",NA,5,3,0,"2_5",0
2,"Basic","2 4 5 1","int6_st5",NA,5,4,1,"2_5",0
2,"Basic","2 4 5 1","int6_st6",NA,5,5,1,"2_5",0
3,"SoS","1 4 6 2","int1_st1",2,0,0,0,"3_0",1
3,"SoS","1 4 6 2","int1_st2",2,0,1,0,"3_0",1
3,"SoS","1 4 6 2","int1_st3",5,0,2,0,"3_0",1
3,"SoS","1 4 6 2","int1_st4",3,0,3,0,"3_0",1
3,"SoS","1 4 6 2","int1_st5",4,0,4,1,"3_0",1
3,"SoS","1 4 6 2","int1_st6",1,0,5,1,"3_0",1
3,"SoS","1 4 6 2","int2_st1",1,1,0,0,"3_1",1
3,"SoS","1 4 6 2","int2_st2",0,1,1,0,"3_1",1
3,"SoS","1 4 6 2","int2_st3",0,1,2,0,"3_1",1
3,"SoS","1 4 6 2","int2_st4",0,1,3,0,"3_1",1
3,"SoS","1 4 6 2","int2_st5",1,1,4,1,"3_1",1
3,"SoS","1 4 6 2","int2_st6",0,1,5,1,"3_1",1
3,"SoS","1 4 6 2","int3_st1",4,2,0,0,"3_2",1
3,"SoS","1 4 6 2","int3_st2",4,2,1,0,"3_2",1
3,"SoS","1 4 6 2","int3_st3",2,2,2,0,"3_2",1
3,"SoS","1 4 6 2","int3_st4",4,2,3,0,"3_2",1
3,"SoS","1 4 6 2","int3_st5",1,2,4,1,"3_2",1
3,"SoS","1 4 6 2","int3_st6",1,2,5,1,"3_2",1
3,"SoS","1 4 6 2","int4_st1",0,3,0,0,"3_3",1
3,"SoS","1 4 6 2","int4_st2",2,3,1,0,"3_3",1
3,"SoS","1 4 6 2","int4_st3",2,3,2,0,"3_3",1
3,"SoS","1 4 6 2","int4_st4",2,3,3,0,"3_3",1
3,"SoS","1 4 6 2","int4_st5",1,3,4,1,"3_3",1
3,"SoS","1 4 6 2","int4_st6",0,3,5,1,"3_3",1
3,"SoS","1 4 6 2","int5_st1",NA,4,0,0,"3_4",NA
3,"SoS","1 4 6 2","int5_st2",NA,4,1,0,"3_4",NA
3,"SoS","1 4 6 2","int5_st3",NA,4,2,0,"3_4",NA
3,"SoS","1 4 6 2","int5_st4",NA,4,3,0,"3_4",NA
3,"SoS","1 4 6 2","int5_st5",NA,4,4,1,"3_4",NA
3,"SoS","1 4 6 2","int5_st6",NA,4,5,1,"3_4",NA
3,"SoS","1 4 6 2","int6_st1",NA,5,0,0,"3_5",NA
3,"SoS","1 4 6 2","int6_st2",NA,5,1,0,"3_5",NA
3,"SoS","1 4 6 2","int6_st3",NA,5,2,0,"3_5",NA
3,"SoS","1 4 6 2","int6_st4",NA,5,3,0,"3_5",NA
3,"SoS","1 4 6 2","int6_st5",NA,5,4,1,"3_5",NA
3,"SoS","1 4 6 2","int6_st6",NA,5,5,1,"3_5",NA
4,"Basic","5 1 4 6","int1_st1",2,0,0,0,"4_0",0
4,"Basic","5 1 4 6","int1_st2",0,0,1,0,"4_0",0
4,"Basic","5 1 4 6","int1_st3",2,0,2,0,"4_0",0
4,"Basic","5 1 4 6","int1_st4",0,0,3,0,"4_0",0
4,"Basic","5 1 4 6","int1_st5",2,0,4,1,"4_0",0
4,"Basic","5 1 4 6","int1_st6",0,0,5,1,"4_0",0
4,"Basic","5 1 4 6","int2_st1",1,1,0,0,"4_1",0
4,"Basic","5 1 4 6","int2_st2",0,1,1,0,"4_1",0
4,"Basic","5 1 4 6","int2_st3",0,1,2,0,"4_1",0
4,"Basic","5 1 4 6","int2_st4",1,1,3,0,"4_1",0
4,"Basic","5 1 4 6","int2_st5",0,1,4,1,"4_1",0
4,"Basic","5 1 4 6","int2_st6",0,1,5,1,"4_1",0
4,"Basic","5 1 4 6","int3_st1",0,2,0,0,"4_2",0
4,"Basic","5 1 4 6","int3_st2",0,2,1,0,"4_2",0
4,"Basic","5 1 4 6","int3_st3",0,2,2,0,"4_2",0
4,"Basic","5 1 4 6","int3_st4",0,2,3,0,"4_2",0
4,"Basic","5 1 4 6","int3_st5",1,2,4,1,"4_2",0
4,"Basic","5 1 4 6","int3_st6",0,2,5,1,"4_2",0
4,"Basic","5 1 4 6","int4_st1",3,3,0,0,"4_3",0
4,"Basic","5 1 4 6","int4_st2",1,3,1,0,"4_3",0
4,"Basic","5 1 4 6","int4_st3",0,3,2,0,"4_3",0
4,"Basic","5 1 4 6","int4_st4",0,3,3,0,"4_3",0
4,"Basic","5 1 4 6","int4_st5",0,3,4,1,"4_3",0
4,"Basic","5 1 4 6","int4_st6",0,3,5,1,"4_3",0
4,"Basic","5 1 4 6","int5_st1",NA,4,0,0,"4_4",0
4,"Basic","5 1 4 6","int5_st2",NA,4,1,0,"4_4",0
4,"Basic","5 1 4 6","int5_st3",NA,4,2,0,"4_4",0
4,"Basic","5 1 4 6","int5_st4",NA,4,3,0,"4_4",0
4,"Basic","5 1 4 6","int5_st5",NA,4,4,1,"4_4",0
4,"Basic","5 1 4 6","int5_st6",NA,4,5,1,"4_4",0
4,"Basic","5 1 4 6","int6_st1",4,5,0,0,"4_5",0
4,"Basic","5 1 4 6","int6_st2",2,5,1,0,"4_5",0
4,"Basic","5 1 4 6","int6_st3",5,5,2,0,"4_5",0
4,"Basic","5 1 4 6","int6_st4",4,5,3,0,"4_5",0
4,"Basic","5 1 4 6","int6_st5",0,5,4,1,"4_5",0
4,"Basic","5 1 4 6","int6_st6",0,5,5,1,"4_5",0
5,"Basic","3 4 1 5","int1_st1",3,0,0,0,"5_0",0
5,"Basic","3 4 1 5","int1_st2",0,0,1,0,"5_0",0
5,"Basic","3 4 1 5","int1_st3",0,0,2,0,"5_0",0
5,"Basic","3 4 1 5","int1_st4",2,0,3,0,"5_0",0
5,"Basic","3 4 1 5","int1_st5",1,0,4,1,"5_0",0
5,"Basic","3 4 1 5","int1_st6",1,0,5,1,"5_0",0
5,"Basic","3 4 1 5","int2_st1",0,1,0,0,"5_1",0
5,"Basic","3 4 1 5","int2_st2",1,1,1,0,"5_1",0
5,"Basic","3 4 1 5","int2_st3",0,1,2,0,"5_1",0
5,"Basic","3 4 1 5","int2_st4",1,1,3,0,"5_1",0
5,"Basic","3 4 1 5","int2_st5",0,1,4,1,"5_1",0
5,"Basic","3 4 1 5","int2_st6",0,1,5,1,"5_1",0
5,"Basic","3 4 1 5","int3_st1",0,2,0,0,"5_2",0
5,"Basic","3 4 1 5","int3_st2",1,2,1,0,"5_2",0
5,"Basic","3 4 1 5","int3_st3",0,2,2,0,"5_2",0
5,"Basic","3 4 1 5","int3_st4",0,2,3,0,"5_2",0
5,"Basic","3 4 1 5","int3_st5",1,2,4,1,"5_2",0
5,"Basic","3 4 1 5","int3_st6",0,2,5,1,"5_2",0
5,"Basic","3 4 1 5","int4_st1",0,3,0,0,"5_3",0
5,"Basic","3 4 1 5","int4_st2",0,3,1,0,"5_3",0
5,"Basic","3 4 1 5","int4_st3",2,3,2,0,"5_3",0
5,"Basic","3 4 1 5","int4_st4",2,3,3,0,"5_3",0
5,"Basic","3 4 1 5","int4_st5",1,3,4,1,"5_3",0
5,"Basic","3 4 1 5","int4_st6",0,3,5,1,"5_3",0
5,"Basic","3 4 1 5","int5_st1",NA,4,0,0,"5_4",0
5,"Basic","3 4 1 5","int5_st2",NA,4,1,0,"5_4",0
5,"Basic","3 4 1 5","int5_st3",NA,4,2,0,"5_4",0
5,"Basic","3 4 1 5","int5_st4",NA,4,3,0,"5_4",0
5,"Basic","3 4 1 5","int5_st5",NA,4,4,1,"5_4",0
5,"Basic","3 4 1 5","int5_st6",NA,4,5,1,"5_4",0
5,"Basic","3 4 1 5","int6_st1",NA,5,0,0,"5_5",0
5,"Basic","3 4 1 5","int6_st2",NA,5,1,0,"5_5",0
5,"Basic","3 4 1 5","int6_st3",NA,5,2,0,"5_5",0
5,"Basic","3 4 1 5","int6_st4",NA,5,3,0,"5_5",0
5,"Basic","3 4 1 5","int6_st5",NA,5,4,1,"5_5",0
5,"Basic","3 4 1 5","int6_st6",NA,5,5,1,"5_5",0
6,"Basic","3 2 1 5","int1_st1",0,0,0,0,"6_0",0
6,"Basic","3 2 1 5","int1_st2",0,0,1,0,"6_0",0
6,"Basic","3 2 1 5","int1_st3",0,0,2,0,"6_0",0
6,"Basic","3 2 1 5","int1_st4",0,0,3,0,"6_0",0
6,"Basic","3 2 1 5","int1_st5",0,0,4,1,"6_0",0
6,"Basic","3 2 1 5","int1_st6",0,0,5,1,"6_0",0
6,"Basic","3 2 1 5","int2_st1",1,1,0,0,"6_1",0
6,"Basic","3 2 1 5","int2_st2",0,1,1,0,"6_1",0
6,"Basic","3 2 1 5","int2_st3",0,1,2,0,"6_1",0
6,"Basic","3 2 1 5","int2_st4",0,1,3,0,"6_1",0
6,"Basic","3 2 1 5","int2_st5",0,1,4,1,"6_1",0
6,"Basic","3 2 1 5","int2_st6",1,1,5,1,"6_1",0
6,"Basic","3 2 1 5","int3_st1",NA,2,0,0,"6_2",0
6,"Basic","3 2 1 5","int3_st2",NA,2,1,0,"6_2",0
6,"Basic","3 2 1 5","int3_st3",NA,2,2,0,"6_2",0
6,"Basic","3 2 1 5","int3_st4",NA,2,3,0,"6_2",0
6,"Basic","3 2 1 5","int3_st5",NA,2,4,1,"6_2",0
6,"Basic","3 2 1 5","int3_st6",NA,2,5,1,"6_2",0
6,"Basic","3 2 1 5","int4_st1",NA,3,0,0,"6_3",0
6,"Basic","3 2 1 5","int4_st2",NA,3,1,0,"6_3",0
6,"Basic","3 2 1 5","int4_st3",NA,3,2,0,"6_3",0
6,"Basic","3 2 1 5","int4_st4",NA,3,3,0,"6_3",0
6,"Basic","3 2 1 5","int4_st5",NA,3,4,1,"6_3",0
6,"Basic","3 2 1 5","int4_st6",NA,3,5,1,"6_3",0
6,"Basic","3 2 1 5","int5_st1",NA,4,0,0,"6_4",0
6,"Basic","3 2 1 5","int5_st2",NA,4,1,0,"6_4",0
6,"Basic","3 2 1 5","int5_st3",NA,4,2,0,"6_4",0
6,"Basic","3 2 1 5","int5_st4",NA,4,3,0,"6_4",0
6,"Basic","3 2 1 5","int5_st5",NA,4,4,1,"6_4",0
6,"Basic","3 2 1 5","int5_st6",NA,4,5,1,"6_4",0
6,"Basic","3 2 1 5","int6_st1",NA,5,0,0,"6_5",0
6,"Basic","3 2 1 5","int6_st2",NA,5,1,0,"6_5",0
6,"Basic","3 2 1 5","int6_st3",NA,5,2,0,"6_5",0
6,"Basic","3 2 1 5","int6_st4",NA,5,3,0,"6_5",0
6,"Basic","3 2 1 5","int6_st5",NA,5,4,1,"6_5",0
6,"Basic","3 2 1 5","int6_st6",NA,5,5,1,"6_5",0
7,"SoS","2 4 5 1","int1_st1",4,0,0,0,"7_0",1
7,"SoS","2 4 5 1","int1_st2",1,0,1,0,"7_0",1
7,"SoS","2 4 5 1","int1_st3",2,0,2,0,"7_0",1
7,"SoS","2 4 5 1","int1_st4",0,0,3,0,"7_0",1
7,"SoS","2 4 5 1","int1_st5",0,0,4,1,"7_0",1
7,"SoS","2 4 5 1","int1_st6",0,0,5,1,"7_0",1
7,"SoS","2 4 5 1","int2_st1",1,1,0,0,"7_1",1
7,"SoS","2 4 5 1","int2_st2",0,1,1,0,"7_1",1
7,"SoS","2 4 5 1","int2_st3",1,1,2,0,"7_1",1
7,"SoS","2 4 5 1","int2_st4",1,1,3,0,"7_1",1
7,"SoS","2 4 5 1","int2_st5",0,1,4,1,"7_1",1
7,"SoS","2 4 5 1","int2_st6",0,1,5,1,"7_1",1
7,"SoS","2 4 5 1","int3_st1",0,2,0,0,"7_2",1
7,"SoS","2 4 5 1","int3_st2",0,2,1,0,"7_2",1
7,"SoS","2 4 5 1","int3_st3",1,2,2,0,"7_2",1
7,"SoS","2 4 5 1","int3_st4",0,2,3,0,"7_2",1
7,"SoS","2 4 5 1","int3_st5",0,2,4,1,"7_2",1
7,"SoS","2 4 5 1","int3_st6",0,2,5,1,"7_2",1
7,"SoS","2 4 5 1","int4_st1",2,3,0,0,"7_3",1
7,"SoS","2 4 5 1","int4_st2",1,3,1,0,"7_3",1
7,"SoS","2 4 5 1","int4_st3",4,3,2,0,"7_3",1
7,"SoS","2 4 5 1","int4_st4",1,3,3,0,"7_3",1
7,"SoS","2 4 5 1","int4_st5",0,3,4,1,"7_3",1
7,"SoS","2 4 5 1","int4_st6",0,3,5,1,"7_3",1
7,"SoS","2 4 5 1","int5_st1",NA,4,0,0,"7_4",NA
7,"SoS","2 4 5 1","int5_st2",NA,4,1,0,"7_4",NA
7,"SoS","2 4 5 1","int5_st3",NA,4,2,0,"7_4",NA
7,"SoS","2 4 5 1","int5_st4",NA,4,3,0,"7_4",NA
7,"SoS","2 4 5 1","int5_st5",NA,4,4,1,"7_4",NA
7,"SoS","2 4 5 1","int5_st6",NA,4,5,1,"7_4",NA
7,"SoS","2 4 5 1","int6_st1",NA,5,0,0,"7_5",NA
7,"SoS","2 4 5 1","int6_st2",NA,5,1,0,"7_5",NA
7,"SoS","2 4 5 1","int6_st3",NA,5,2,0,"7_5",NA
7,"SoS","2 4 5 1","int6_st4",NA,5,3,0,"7_5",NA
7,"SoS","2 4 5 1","int6_st5",NA,5,4,1,"7_5",NA
7,"SoS","2 4 5 1","int6_st6",NA,5,5,1,"7_5",NA
8,"Basic","4 1 2 3","int1_st1",1,0,0,0,"8_0",0
8,"Basic","4 1 2 3","int1_st2",0,0,1,0,"8_0",0
8,"Basic","4 1 2 3","int1_st3",0,0,2,0,"8_0",0
8,"Basic","4 1 2 3","int1_st4",0,0,3,0,"8_0",0
8,"Basic","4 1 2 3","int1_st5",0,0,4,1,"8_0",0
8,"Basic","4 1 2 3","int1_st6",1,0,5,1,"8_0",0
8,"Basic","4 1 2 3","int2_st1",0,1,0,0,"8_1",0
8,"Basic","4 1 2 3","int2_st2",0,1,1,0,"8_1",0
8,"Basic","4 1 2 3","int2_st3",0,1,2,0,"8_1",0
8,"Basic","4 1 2 3","int2_st4",0,1,3,0,"8_1",0
8,"Basic","4 1 2 3","int2_st5",0,1,4,1,"8_1",0
8,"Basic","4 1 2 3","int2_st6",0,1,5,1,"8_1",0
8,"Basic","4 1 2 3","int3_st1",3,2,0,0,"8_2",0
8,"Basic","4 1 2 3","int3_st2",3,2,1,0,"8_2",0
8,"Basic","4 1 2 3","int3_st3",1,2,2,0,"8_2",0
8,"Basic","4 1 2 3","int3_st4",2,2,3,0,"8_2",0
8,"Basic","4 1 2 3","int3_st5",1,2,4,1,"8_2",0
8,"Basic","4 1 2 3","int3_st6",2,2,5,1,"8_2",0
8,"Basic","4 1 2 3","int4_st1",0,3,0,0,"8_3",0
8,"Basic","4 1 2 3","int4_st2",0,3,1,0,"8_3",0
8,"Basic","4 1 2 3","int4_st3",0,3,2,0,"8_3",0
8,"Basic","4 1 2 3","int4_st4",1,3,3,0,"8_3",0
8,"Basic","4 1 2 3","int4_st5",1,3,4,1,"8_3",0
8,"Basic","4 1 2 3","int4_st6",0,3,5,1,"8_3",0
8,"Basic","4 1 2 3","int5_st1",2,4,0,0,"8_4",0
8,"Basic","4 1 2 3","int5_st2",1,4,1,0,"8_4",0
8,"Basic","4 1 2 3","int5_st3",1,4,2,0,"8_4",0
8,"Basic","4 1 2 3","int5_st4",1,4,3,0,"8_4",0
8,"Basic","4 1 2 3","int5_st5",1,4,4,1,"8_4",0
8,"Basic","4 1 2 3","int5_st6",1,4,5,1,"8_4",0
8,"Basic","4 1 2 3","int6_st1",2,5,0,0,"8_5",0
8,"Basic","4 1 2 3","int6_st2",2,5,1,0,"8_5",0
8,"Basic","4 1 2 3","int6_st3",2,5,2,0,"8_5",0
8,"Basic","4 1 2 3","int6_st4",3,5,3,0,"8_5",0
8,"Basic","4 1 2 3","int6_st5",2,5,4,1,"8_5",0
8,"Basic","4 1 2 3","int6_st6",2,5,5,1,"8_5",0
9,"SoS","3 1 6 2","int1_st1",1,0,0,0,"9_0",1
9,"SoS","3 1 6 2","int1_st2",4,0,1,0,"9_0",1
9,"SoS","3 1 6 2","int1_st3",4,0,2,0,"9_0",1
9,"SoS","3 1 6 2","int1_st4",4,0,3,0,"9_0",1
9,"SoS","3 1 6 2","int1_st5",0,0,4,1,"9_0",1
9,"SoS","3 1 6 2","int1_st6",0,0,5,1,"9_0",1
9,"SoS","3 1 6 2","int2_st1",0,1,0,0,"9_1",1
9,"SoS","3 1 6 2","int2_st2",0,1,1,0,"9_1",1
9,"SoS","3 1 6 2","int2_st3",0,1,2,0,"9_1",1
9,"SoS","3 1 6 2","int2_st4",0,1,3,0,"9_1",1
9,"SoS","3 1 6 2","int2_st5",0,1,4,1,"9_1",1
9,"SoS","3 1 6 2","int2_st6",0,1,5,1,"9_1",1
9,"SoS","3 1 6 2","int3_st1",1,2,0,0,"9_2",1
9,"SoS","3 1 6 2","int3_st2",4,2,1,0,"9_2",1
9,"SoS","3 1 6 2","int3_st3",2,2,2,0,"9_2",1
9,"SoS","3 1 6 2","int3_st4",3,2,3,0,"9_2",1
9,"SoS","3 1 6 2","int3_st5",1,2,4,1,"9_2",1
9,"SoS","3 1 6 2","int3_st6",0,2,5,1,"9_2",1
9,"SoS","3 1 6 2","int4_st1",5,3,0,0,"9_3",1
9,"SoS","3 1 6 2","int4_st2",2,3,1,0,"9_3",1
9,"SoS","3 1 6 2","int4_st3",2,3,2,0,"9_3",1
9,"SoS","3 1 6 2","int4_st4",4,3,3,0,"9_3",1
9,"SoS","3 1 6 2","int4_st5",0,3,4,1,"9_3",1
9,"SoS","3 1 6 2","int4_st6",1,3,5,1,"9_3",1
9,"SoS","3 1 6 2","int5_st1",NA,4,0,0,"9_4",NA
9,"SoS","3 1 6 2","int5_st2",NA,4,1,0,"9_4",NA
9,"SoS","3 1 6 2","int5_st3",NA,4,2,0,"9_4",NA
9,"SoS","3 1 6 2","int5_st4",NA,4,3,0,"9_4",NA
9,"SoS","3 1 6 2","int5_st5",NA,4,4,1,"9_4",NA
9,"SoS","3 1 6 2","int5_st6",NA,4,5,1,"9_4",NA
9,"SoS","3 1 6 2","int6_st1",NA,5,0,0,"9_5",NA
9,"SoS","3 1 6 2","int6_st2",NA,5,1,0,"9_5",NA
9,"SoS","3 1 6 2","int6_st3",NA,5,2,0,"9_5",NA
9,"SoS","3 1 6 2","int6_st4",NA,5,3,0,"9_5",NA
9,"SoS","3 1 6 2","int6_st5",NA,5,4,1,"9_5",NA
9,"SoS","3 1 6 2","int6_st6",NA,5,5,1,"9_5",NA
10,"SoS","4 5 2 3","int1_st1",1,0,0,0,"10_0",1
10,"SoS","4 5 2 3","int1_st2",0,0,1,0,"10_0",1
10,"SoS","4 5 2 3","int1_st3",0,0,2,0,"10_0",1
10,"SoS","4 5 2 3","int1_st4",0,0,3,0,"10_0",1
10,"SoS","4 5 2 3","int1_st5",0,0,4,1,"10_0",1
10,"SoS","4 5 2 3","int1_st6",2,0,5,1,"10_0",1
10,"SoS","4 5 2 3","int2_st1",0,1,0,0,"10_1",1
10,"SoS","4 5 2 3","int2_st2",0,1,1,0,"10_1",1
10,"SoS","4 5 2 3","int2_st3",0,1,2,0,"10_1",1
10,"SoS","4 5 2 3","int2_st4",0,1,3,0,"10_1",1
10,"SoS","4 5 2 3","int2_st5",0,1,4,1,"10_1",1
10,"SoS","4 5 2 3","int2_st6",0,1,5,1,"10_1",1
10,"SoS","4 5 2 3","int3_st1",4,2,0,0,"10_2",1
10,"SoS","4 5 2 3","int3_st2",4,2,1,0,"10_2",1
10,"SoS","4 5 2 3","int3_st3",1,2,2,0,"10_2",1
10,"SoS","4 5 2 3","int3_st4",4,2,3,0,"10_2",1
10,"SoS","4 5 2 3","int3_st5",0,2,4,1,"10_2",1
10,"SoS","4 5 2 3","int3_st6",1,2,5,1,"10_2",1
10,"SoS","4 5 2 3","int4_st1",4,3,0,0,"10_3",1
10,"SoS","4 5 2 3","int4_st2",3,3,1,0,"10_3",1
10,"SoS","4 5 2 3","int4_st3",5,3,2,0,"10_3",1
10,"SoS","4 5 2 3","int4_st4",4,3,3,0,"10_3",1
10,"SoS","4 5 2 3","int4_st5",1,3,4,1,"10_3",1
10,"SoS","4 5 2 3","int4_st6",2,3,5,1,"10_3",1
10,"SoS","4 5 2 3","int5_st1",NA,4,0,0,"10_4",NA
10,"SoS","4 5 2 3","int5_st2",NA,4,1,0,"10_4",NA
10,"SoS","4 5 2 3","int5_st3",NA,4,2,0,"10_4",NA
10,"SoS","4 5 2 3","int5_st4",NA,4,3,0,"10_4",NA
10,"SoS","4 5 2 3","int5_st5",NA,4,4,1,"10_4",NA
10,"SoS","4 5 2 3","int5_st6",NA,4,5,1,"10_4",NA
10,"SoS","4 5 2 3","int6_st1",NA,5,0,0,"10_5",NA
10,"SoS","4 5 2 3","int6_st2",NA,5,1,0,"10_5",NA
10,"SoS","4 5 2 3","int6_st3",NA,5,2,0,"10_5",NA
10,"SoS","4 5 2 3","int6_st4",NA,5,3,0,"10_5",NA
10,"SoS","4 5 2 3","int6_st5",NA,5,4,1,"10_5",NA
10,"SoS","4 5 2 3","int6_st6",NA,5,5,1,"10_5",NA
11,"SoS-Delay","3 6 4 2","int1_st1",0,0,0,0,"11_0",0
11,"SoS-Delay","3 6 4 2","int1_st2",0,0,1,0,"11_0",0
11,"SoS-Delay","3 6 4 2","int1_st3",0,0,2,0,"11_0",0
11,"SoS-Delay","3 6 4 2","int1_st4",0,0,3,0,"11_0",0
11,"SoS-Delay","3 6 4 2","int1_st5",1,0,4,1,"11_0",0
11,"SoS-Delay","3 6 4 2","int1_st6",0,0,5,1,"11_0",0
11,"SoS-Delay","3 6 4 2","int2_st1",0,1,0,0,"11_1",0
11,"SoS-Delay","3 6 4 2","int2_st2",0,1,1,0,"11_1",0
11,"SoS-Delay","3 6 4 2","int2_st3",0,1,2,0,"11_1",0
11,"SoS-Delay","3 6 4 2","int2_st4",0,1,3,0,"11_1",0
11,"SoS-Delay","3 6 4 2","int2_st5",0,1,4,1,"11_1",0
11,"SoS-Delay","3 6 4 2","int2_st6",0,1,5,1,"11_1",0
11,"SoS-Delay","3 6 4 2","int3_st1",1,2,0,0,"11_2",1
11,"SoS-Delay","3 6 4 2","int3_st2",0,2,1,0,"11_2",1
11,"SoS-Delay","3 6 4 2","int3_st3",1,2,2,0,"11_2",1
11,"SoS-Delay","3 6 4 2","int3_st4",1,2,3,0,"11_2",1
11,"SoS-Delay","3 6 4 2","int3_st5",0,2,4,1,"11_2",1
11,"SoS-Delay","3 6 4 2","int3_st6",0,2,5,1,"11_2",1
11,"SoS-Delay","3 6 4 2","int4_st1",0,3,0,0,"11_3",1
11,"SoS-Delay","3 6 4 2","int4_st2",0,3,1,0,"11_3",1
